competency_id,competency_name,competency_type,description
TT001777,TCPDF,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001778,Pseudoterminal,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001779,Os/390 Operating System,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001780,Java EE Connector Architecture,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001781,Digital Signal 1,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001782,Yahoo Messenger,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001783,IBM Resource Access Control Facility,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001784,Cshell,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001785,FS Design Studio,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001786,Content Repository API For Java,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001787,Dell Remote Access Controller (DRAC),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001794,Jedi (game Engine),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001795,Toad Data Modeler,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001796,Direct Web Remoting (Java),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001797,GaBi Software,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001798,Axosoft,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001799,Doctrine (orm),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001800,Boost (C++ Libraries),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001801,ArcGIS (GIS Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001802,SolarWinds (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001803,Extensible Stylesheet Language Transformations (XSLT),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001804,Visual Programming Language (VPL),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001805,Version 7 Unix,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001806,VLAN Trunking Protocol (VTP),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001807,Voice Over Broadband (VoBB),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001808,Autodesk Mechanical Desktop,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001809,Virtual Internet Protocol Address,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001810,Mendeley,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001811,Coherent Remote File System (CRFS),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001812,Sync (Unix),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001813,Microsoft Language Interface Pack,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001814,Rational RequisitePro,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001815,PowerChart (EMR Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001816,Twisted (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001817,MFG/Pro (ERP),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001818,American Standard Code For Information Interchange (ASCII),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001819,NetCDF,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001820,Link Control Protocol,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001821,GPS Tracking Unit,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001822,Apple IPod,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001823,Label Edge Router (MPLS Networking),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001824,Perl (Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001825,PowerHouse (Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001826,Remote Authentication Dial In User Service (RADIUS),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001827,Adobe Flash Catalyst,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001828,Microsoft AdCenter Analytics,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001829,SAP Business Suiteing,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001830,ZeroMQ (Concurrent Programming Libraries),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001831,Web SQL Databases,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001832,Heap (Data Structure),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001833,Coremetrics (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001834,Microsoft WebMatrix,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001788,Apache Gump,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001789,Amazon Kindle Fire,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001790,X86 Assembly Languages,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001791,Windows Photo Gallery,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001792,Directed Acyclic Graph (Directed Graphs),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001793,DCS File Format,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001840,Wavelength-Division Multiplexing,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001841,Banner Advertisement,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001842,Wireless Distribution Systems,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001843,Hypervision,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001844,Form (HTML),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001845,ESPRIT AutoCAD,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001846,Metal Building Software,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001847,Label Switching Router (MPLS Networking),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001848,DuckDuckGo (Internet Search Engines),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001849,Memory Management Unit (Virtual Memory),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001850,Java Architectures,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001851,IBM Sametime,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001852,Make (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001853,Gecko (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001854,Dynamic Multipoint Virtual Private Networks,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001855,Universal Database (UDB),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001856,SupportDesk,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001857,Micro Electro-Mechanical Systems (MEMS),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001858,SAP BI Accelerator,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001859,Website Wireframe,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001860,Telegraphy,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001861,Apache Turbine,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001862,QUEL Query Languages,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001863,StoryMill,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001864,GNU General Public License,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001865,Prism (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001866,Access Technology License Server,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001868,MooTools,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001869,3D Computer Graphics Software,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001870,Eigen (C++ Library),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001871,Mysql5,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001872,C Mathematical Functions (C Standard Library),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001873,Java Code Coverage Tools,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001874,IBM WebSphere Process Server,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001876,Glassfish Application Servers,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001877,Sqlxml,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001878,MD5 Algorithm,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001879,Esri GIS (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001880,GPS Navigation Devices,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001881,Harris CareTracker EMR,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001882,SAP BAPI,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001883,Video Graphics Array,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001884,UClibc (C Standard Library),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001885,Tcl (Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001886,Continuous Data Replicator,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001887,Encapsulation (Networking),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001888,Cross-Origin Resource Sharing (Ajax Programming),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001889,AWK (Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001890,Windows Search,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001892,NetIQ EDirectory,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001893,Revision Control System (RCS),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001894,Synapse Citrix,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001895,Two-Step Verification,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001896,Nim (Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001897,IMS Question And Test Interoperability Specification (QTI),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001898,IBM Hardware Management Console,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001899,SAP NetWeaver Business Warehouse,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001900,Qt (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001901,QuarkXPress Design Software,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001902,Hardware Platform Interface,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001903,Basic Linear Algebra Subprograms,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001904,Customer Interaction Management (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001906,Bullet (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001907,Syntactically Awesome Style Sheets (SASS),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001908,Computation Tree Logic,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001909,Creo Elements/Pro,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001910,Visual Basic .NET (Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001911,Flexi (Photoshop Plugin),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001912,Electronic Error Correction,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001913,Perl Data Language,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001914,SQL Plan Management,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001915,TIBCO (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001916,Agilent VEE (Domain-Specific Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001917,JDesktop Network Components,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001918,SONAR (Symantec),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001919,Microsoft Biztalk Servers,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001920,Linux On Embedded Systems,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001921,Workbooks CRM,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001922,Amazon Virtual Private Cloud (VPC),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001923,Microsoft Visual C Sharp,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001924,Application Level Gateways,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001925,Fortran (Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001926,Pardot B2B Marketing Automation (Salesforce),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001927,Vertex Buffer Object (VBO),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001928,Translation Memory EXchange (XML Spec),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001929,Insight Segmentation And Registration Toolkit,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001930,Zebra (Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001931,PeopleSoft Financial Management,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001932,Microsoft Windows SDK,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001933,Couchbase Servers,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001934,Windows Software Trace Preprocessor,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001935,DOCSIS Timing Interface,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001936,Microsoft Security Essentials,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001937,MISRA C (C Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001938,Command-Query Responsibility Segregation (Software Development),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001939,Nero Multimedia Software,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001940,Pretty Good Privacy (PGP),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001941,SAP NetWeaver Data Management,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001942,SUSE Linux Enterprise Servers,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001944,GNU Image Manipulation Program (GIMP),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001946,Internet Fax,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001947,Working Model 2D,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001948,Power Analysis (Cryptography),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001949,Koajs,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001950,Java Applet,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001951,IBM Service Management Framework,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001952,BlackBerry Enterprise Servers,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001953,Sqljdbc,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001954,File Transfer Protocol (FTP) SSL Extension,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001955,AutoCAD DXF,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001956,Java Object Oriented Querying,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001957,HTTP Secure,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001958,Sqlprofiler,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001959,Domainkeys Identified Mail,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001960,Switch Virtual Interface,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001961,Data Display Debuggers,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001962,CADwork,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001963,Jinja (Template Engine),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001964,Ahrefs Site Explorer,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001965,Norton Antivirus,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001966,Hotix,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001967,CMS SPIP,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001968,Microsoft FrontPage,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001969,X.25 (ITU-T Recommendations),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001970,Graphics Animation System For Professionals,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001971,AMT Asset Management Software,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001972,SQL Performance Analyzer,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001973,Sitemaps (XML),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001974,Apache Flex,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001975,Hibernate (Java),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001976,Apache Fop,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001977,Single In-Line Memory Module (SIMM),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001978,IP Multicasting,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001979,Yahoo! User Interface Library (YUI),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001980,Search (Computer Science),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001981,SAP Knowledge Warehouse,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001982,Finale (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001983,Location Search Optimization,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001984,PictBridge,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001985,Outlook Web App (Email Clients),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001986,Microsoft Content Management Servers,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001987,Protocol Independent Multicast,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001988,Decision Tree Learning,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001989,Filesystem Hierarchy Standards,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001990,OpenType,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001991,Virtual Retinal Displays,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001992,Xero (Accounting Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001993,Act! CRM,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001994,Automatic Number Plate Recognition,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001995,Tivoli Management Framework,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001996,Microsoft Robotics Developer Studio,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001997,PrestaShop,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT001999,IBM Information Management System,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002001,Lookup Table,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002002,Aws Command Line Interface (CLI),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002003,X++ (Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002004,Cucumber (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002005,Daemon Tools,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002006,Accurev Scm,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002007,Dassault Syst Mes DELMIA (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002008,Managed Extensibility Framework (.NET Framework),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002009,Interconnect User Part (Signaling System 7),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002010,Virtual Private LAN Services,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002011,Sumo Logic (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002012,Ibm Z/vm,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002013,Geospatial Data Abstraction Library (GDAL),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002014,Electronic Business Using EXtensible Markup Language (EbXML),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002015,C Sharp (Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002016,Macromedia Director,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002017,Mindscope,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002018,Wireless Paging Systems,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002019,JavaScript Pagination Plugin,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002020,AppleScript (Scripting Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002021,Standard Template Libraries,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002022,Pegasus Spyware,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002023,AMASIS,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002024,ORDICOMPTA,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002025,TEAMSRH,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002026,General Comprehensive Operating System,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002027,Orca MSI Editor,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002028,InFusion Enterprise Control System,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002029,Microsoft Foundation Class Library (C++ Libraries),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002031,Tableau (Busines Intelligence Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002032,Terminal Emulators,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002033,Toad (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002034,ISO/IEC 15504,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002035,Microsoft Message Queuing,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002036,Optical Discs,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002037,Data Archiving Service,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002038,DATEV,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002039,VBScript (Visual Basic Scripting Edition),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002040,Alexa - Actionable Analytics For The Web,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002041,Windows Meeting Space,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002042,Advanced Configuration And Power Interface (ACPI),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002043,Adobe Elearning Suite,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002044,GIAC Intrusion Prevention,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002045,Session Initiation Protocols,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002046,Decision-Making Software,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002047,8085 Microprocessor,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002048,8086 Microprocessor,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002049,Automata Theory,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002050,Artificial Intelligence Markup Language (AIML),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002051,JMP (Statistical Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002052,RSA (Cryptosystem),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002053,Quantum Dots,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002054,Ring Networks,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002055,Scalable Processor Architecture,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002056,Checkmark Software,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002057,Server Supported Gaming,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002058,Pascal (Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002059,Loadable Kernel Module,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002060,Delphi (Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002061,Eclipse (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002062,Sed (Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002063,Sony ACID,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002064,Activiti (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002065,Sbt (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002066,Microsoft Paint,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002067,Maple Software,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002068,M Programming Language,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002069,Sinatra (Software),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002070,Joint Test Action (IEEE Standards),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002071,Printer Command Language (PCL),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002072,Ping (Networking Utility),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002073,Netlog,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002074,Library For WWW In Perl,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002075,IBM RPG (Programming Language),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002076,Praxis EMR (Electronic Medical Record System),Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002077,Open Network Computing,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
TT002078,Apache Yarn,Skill,Uses this tool/technology effectively during the delivery of day-to-day tasks.
