employeeId,skillId,proficiency,yearsOfExperience,lastUsed,certificationStatus
E10897,S509,Expert,12,24-11-2023,Not Certified
E10897,S508,Intermediate,2,07-10-2023,Certified
E10897,S506,Expert,9,28-04-2024,Certified
E10897,S503,Beginner,13,17-08-2024,Certified
E10898,S501,Beginner,2,13-03-2021,Not Certified
E10899,S501,Beginner,10,17-06-2023,Not Certified
E10899,S507,Beginner,8,19-02-2025,Certified
E10899,S503,Intermediate,3,30-07-2023,Certified
E10900,S505,Beginner,13,22-06-2023,Not Certified
E10900,S504,Expert,15,31-01-2023,Not Certified
E10900,S501,Beginner,10,28-12-2021,Not Certified
E10900,S502,Intermediate,0,17-11-2021,Certified
E10901,S510,Beginner,1,06-01-2021,Certified
E10902,S509,Expert,6,03-06-2023,Certified
E10902,S510,Beginner,13,13-06-2021,Not Certified
E10902,S502,Beginner,7,28-10-2021,Not Certified
E10903,S510,Expert,10,10-10-2025,Certified
E10903,S507,Expert,3,05-12-2020,Certified
E10903,S506,Intermediate,15,12-07-2023,Not Certified
E10904,S501,Expert,0,30-12-2021,Certified
E10904,S506,Beginner,7,14-02-2023,Certified
E10905,S510,Expert,14,01-07-2024,Certified
E10905,S507,Intermediate,14,05-12-2022,Certified
E10905,S508,Expert,0,11-08-2021,Not Certified
E10905,S505,Intermediate,13,07-09-2023,Certified
E10905,S509,Expert,5,27-11-2024,Not Certified
E10905,S506,Beginner,11,11-09-2025,Not Certified
E10906,S510,Expert,14,12-07-2022,Certified
E10906,S508,Intermediate,2,04-01-2022,Certified
E10906,S504,Beginner,1,16-07-2025,Certified
E10906,S502,Intermediate,12,21-06-2021,Certified
E10906,S503,Beginner,8,28-07-2022,Not Certified
E10906,S509,Intermediate,8,01-08-2021,Not Certified
E10907,S506,Intermediate,6,12-12-2020,Certified
E10907,S509,Expert,15,11-08-2022,Not Certified
E10907,S507,Intermediate,6,14-04-2023,Certified
E10908,S505,Intermediate,12,02-05-2021,Certified
E10908,S504,Intermediate,8,15-07-2020,Not Certified
E10908,S509,Beginner,6,18-09-2023,Not Certified
E10908,S503,Expert,9,13-12-2022,Certified
E10908,S506,Intermediate,2,11-12-2021,Certified
E10909,S510,Expert,13,05-01-2021,Not Certified
E10909,S503,Beginner,4,19-04-2025,Certified
E10910,S505,Expert,2,07-04-2025,Certified
E10910,S507,Expert,5,02-12-2023,Not Certified
E10910,S508,Beginner,11,19-09-2023,Certified
E10910,S502,Beginner,2,29-06-2025,Certified
E10910,S501,Intermediate,3,19-03-2023,Not Certified
E10910,S503,Expert,11,25-11-2023,Not Certified
E10911,S503,Intermediate,1,02-11-2021,Certified
E10912,S504,Expert,0,25-05-2021,Not Certified
E10913,S510,Expert,2,06-08-2023,Not Certified
E10913,S505,Intermediate,4,20-03-2021,Certified
E10913,S508,Expert,10,01-09-2021,Not Certified
E10913,S506,Intermediate,8,04-04-2021,Not Certified
E10914,S509,Expert,9,27-12-2020,Not Certified
E10914,S501,Expert,7,26-12-2022,Certified
E10914,S504,Intermediate,4,15-11-2024,Not Certified
E10915,S510,Expert,11,04-06-2023,Certified
E10915,S501,Beginner,15,26-09-2021,Certified
E10915,S509,Intermediate,12,09-05-2024,Certified
E10915,S508,Expert,13,06-09-2020,Not Certified
E10915,S505,Expert,11,07-04-2022,Certified
E10915,S504,Intermediate,8,16-10-2024,Not Certified
E10916,S506,Expert,4,03-09-2022,Certified
E10917,S501,Beginner,13,30-07-2025,Certified
E10917,S510,Expert,2,26-12-2023,Certified
E10917,S508,Expert,7,02-05-2021,Certified
E10917,S505,Beginner,12,10-10-2021,Certified
E10917,S504,Expert,10,21-11-2020,Certified
E10918,S505,Intermediate,11,18-10-2023,Certified
E10918,S503,Expert,2,12-09-2022,Not Certified
E10918,S501,Beginner,3,14-06-2021,Certified
E10918,S504,Intermediate,0,07-06-2020,Not Certified
E10919,S507,Expert,15,10-11-2024,Certified
E10919,S501,Expert,15,06-03-2023,Not Certified
E10919,S503,Expert,6,17-06-2025,Not Certified
E10919,S508,Intermediate,14,19-09-2025,Certified
E10919,S502,Expert,13,12-06-2025,Certified
E10920,S510,Expert,9,08-09-2025,Not Certified
E10920,S501,Intermediate,12,06-07-2022,Not Certified
E10920,S506,Intermediate,5,26-06-2024,Certified
E10920,S507,Expert,14,04-07-2024,Certified
E10921,S502,Beginner,9,03-07-2024,Not Certified
E10922,S509,Expert,8,13-02-2025,Not Certified
E10922,S503,Intermediate,4,19-03-2024,Not Certified
E10923,S507,Intermediate,13,06-10-2024,Certified
E10923,S505,Expert,13,10-06-2021,Not Certified
E10923,S502,Expert,5,24-06-2023,Certified
E10923,S506,Expert,14,27-12-2023,Certified
E10923,S508,Beginner,15,07-05-2025,Certified
E10924,S507,Expert,5,14-06-2025,Certified
E10924,S504,Expert,14,29-12-2022,Not Certified
E10925,S505,Beginner,2,20-01-2025,Certified
E10925,S506,Expert,8,05-06-2024,Certified
E10925,S509,Expert,14,15-05-2023,Not Certified
E10925,S501,Expert,1,16-03-2022,Not Certified
E10926,S509,Beginner,4,24-12-2021,Certified
E10926,S506,Intermediate,0,25-08-2021,Not Certified
E10926,S505,Intermediate,4,20-01-2024,Not Certified
E10926,S504,Intermediate,0,02-02-2025,Not Certified
E10927,S506,Intermediate,4,19-05-2022,Certified
E10927,S505,Beginner,8,26-02-2021,Not Certified
E10927,S510,Intermediate,13,01-01-2022,Not Certified
E10927,S509,Beginner,1,14-01-2022,Certified
E10927,S501,Beginner,1,13-10-2021,Certified
E10927,S502,Beginner,9,12-07-2022,Not Certified
E10928,S509,Expert,9,11-10-2025,Not Certified
E10929,S509,Intermediate,13,28-11-2022,Certified
E10929,S502,Expert,10,02-09-2020,Certified
E10929,S506,Expert,0,06-04-2021,Certified
E10929,S505,Beginner,13,10-05-2024,Certified
E10929,S508,Beginner,12,03-11-2025,Certified
E10930,S507,Beginner,9,15-06-2024,Certified
E10930,S506,Intermediate,7,14-03-2024,Certified
E10930,S505,Intermediate,9,08-03-2022,Not Certified
E10930,S508,Expert,1,20-11-2023,Not Certified
E10931,S504,Intermediate,2,16-11-2021,Not Certified
E10931,S503,Expert,1,04-06-2022,Certified
E10932,S506,Intermediate,0,22-01-2024,Certified
E10932,S510,Beginner,15,20-07-2024,Certified
E10932,S509,Expert,12,13-12-2024,Not Certified
E10933,S504,Beginner,11,08-04-2022,Not Certified
E10933,S503,Expert,7,03-03-2021,Certified
E10933,S510,Beginner,2,25-07-2024,Not Certified
E10934,S505,Expert,4,20-02-2022,Not Certified
E10934,S502,Beginner,10,05-11-2021,Certified
E10935,S507,Expert,0,20-09-2022,Certified
E10936,S504,Expert,3,21-03-2023,Certified
E10936,S506,Intermediate,9,16-04-2024,Not Certified
E10936,S507,Intermediate,12,27-10-2024,Certified
E10936,S503,Beginner,3,03-07-2025,Not Certified
E10936,S508,Expert,13,15-06-2024,Certified
E10937,S509,Beginner,8,14-07-2025,Certified
E10937,S506,Intermediate,7,29-10-2025,Not Certified
E10938,S505,Intermediate,11,25-08-2023,Not Certified
E10938,S504,Expert,2,15-06-2024,Not Certified
E10938,S506,Beginner,3,28-02-2021,Certified
E10939,S510,Intermediate,9,05-06-2021,Not Certified
E10939,S504,Beginner,15,04-09-2022,Not Certified
E10939,S508,Expert,2,15-04-2025,Certified
E10939,S509,Expert,4,16-03-2021,Not Certified
E10940,S509,Beginner,12,13-02-2024,Not Certified
E10940,S508,Beginner,9,17-09-2023,Not Certified
E10940,S502,Intermediate,5,25-10-2023,Certified
E10940,S510,Expert,8,30-07-2025,Not Certified
E10940,S507,Intermediate,7,14-02-2025,Certified
E10940,S501,Beginner,6,08-09-2023,Not Certified
E10941,S506,Expert,4,24-06-2022,Certified
E10941,S505,Beginner,4,18-01-2025,Not Certified
E10941,S508,Intermediate,0,09-08-2020,Certified
E10941,S504,Intermediate,13,19-08-2024,Certified
E10941,S501,Expert,10,04-03-2023,Certified
E10941,S510,Beginner,8,20-05-2021,Not Certified
E10942,S501,Intermediate,1,22-08-2025,Certified
E10942,S503,Intermediate,3,15-03-2024,Not Certified
E10942,S508,Expert,6,18-08-2025,Certified
E10942,S509,Expert,0,16-05-2024,Not Certified
E10942,S504,Intermediate,14,13-05-2025,Certified
E10943,S503,Beginner,0,08-02-2023,Not Certified
E10943,S508,Beginner,15,10-08-2022,Not Certified
E10944,S510,Expert,7,01-02-2023,Certified
E10944,S506,Expert,0,10-11-2023,Not Certified
E10944,S509,Expert,3,17-11-2023,Certified
E10944,S501,Beginner,2,01-05-2021,Not Certified
E10945,S501,Intermediate,1,30-08-2024,Certified
E10945,S503,Intermediate,6,06-08-2022,Not Certified
E10945,S510,Beginner,14,09-01-2025,Not Certified
E10945,S506,Expert,14,21-05-2023,Not Certified
E10946,S502,Expert,1,03-03-2025,Not Certified
E10946,S507,Beginner,7,16-10-2024,Not Certified
E10946,S503,Intermediate,9,12-05-2023,Not Certified
E10946,S504,Expert,2,29-08-2025,Not Certified
E10947,S507,Intermediate,15,18-09-2025,Certified
E10947,S509,Expert,6,17-02-2025,Certified
E10947,S502,Beginner,6,02-03-2023,Not Certified
E10947,S508,Expert,9,26-08-2025,Not Certified
E10948,S509,Intermediate,11,06-04-2021,Certified
E10949,S510,Beginner,14,28-10-2024,Certified
E10949,S503,Intermediate,6,13-06-2021,Certified
E10949,S507,Expert,0,18-03-2022,Certified
E10949,S501,Intermediate,7,30-11-2024,Not Certified
E10950,S501,Intermediate,3,01-09-2020,Certified
E10950,S506,Beginner,9,23-02-2021,Certified
E10950,S507,Beginner,7,12-12-2023,Certified
E10950,S504,Expert,10,26-10-2025,Certified
E10950,S505,Beginner,4,23-02-2024,Certified
E10950,S510,Expert,13,26-03-2022,Not Certified
E10951,S501,Beginner,12,02-07-2022,Not Certified
E10951,S502,Intermediate,12,10-12-2022,Not Certified
E10952,S507,Beginner,3,14-03-2021,Certified
E10952,S502,Beginner,1,05-09-2024,Not Certified
E10953,S507,Intermediate,6,11-08-2021,Not Certified
E10953,S504,Expert,10,16-05-2022,Certified
E10953,S501,Expert,5,04-05-2021,Not Certified
E10953,S505,Expert,9,14-10-2020,Certified
E10953,S509,Expert,12,29-09-2022,Certified
E10953,S510,Beginner,4,27-08-2025,Certified
E10954,S505,Expert,12,04-07-2022,Not Certified
E10955,S508,Beginner,14,14-02-2021,Not Certified
E10956,S502,Intermediate,2,21-07-2022,Certified
E10956,S505,Intermediate,1,02-03-2021,Certified
E10956,S504,Beginner,11,08-08-2024,Certified
E10956,S510,Intermediate,1,25-10-2025,Not Certified
E10956,S501,Expert,10,30-09-2022,Not Certified
E10956,S508,Intermediate,2,27-11-2022,Certified
E10957,S507,Beginner,8,27-09-2020,Certified
E10957,S508,Intermediate,5,06-10-2023,Certified
E10958,S502,Expert,0,31-05-2020,Not Certified
E10958,S508,Intermediate,11,19-06-2025,Not Certified
E10958,S507,Beginner,0,11-09-2024,Certified
E10958,S510,Beginner,3,22-04-2024,Not Certified
E10958,S509,Beginner,6,25-12-2022,Not Certified
E10958,S503,Beginner,7,05-07-2022,Certified
E10959,S506,Intermediate,9,12-07-2024,Certified
E10959,S502,Beginner,6,27-04-2022,Not Certified
E10959,S507,Expert,8,16-10-2023,Certified
E10959,S504,Intermediate,6,17-08-2022,Certified
E10959,S503,Expert,5,13-03-2023,Certified
E10960,S505,Expert,1,14-06-2020,Certified
E10960,S507,Beginner,12,02-11-2025,Certified
E10960,S508,Expert,13,01-09-2021,Not Certified
E10960,S504,Intermediate,4,08-01-2021,Not Certified
E10960,S501,Intermediate,0,28-10-2021,Not Certified
E10960,S503,Intermediate,5,13-01-2025,Certified
E10961,S508,Beginner,8,26-01-2025,Certified
E10961,S507,Expert,13,15-02-2025,Not Certified
E10961,S506,Intermediate,14,13-11-2022,Not Certified
E10961,S501,Expert,8,08-05-2025,Not Certified
E10961,S502,Expert,3,06-11-2021,Certified
E10961,S509,Beginner,2,27-05-2020,Certified
E10962,S509,Intermediate,0,17-07-2025,Certified
E10962,S508,Intermediate,4,02-01-2024,Not Certified
E10962,S507,Beginner,10,21-02-2025,Not Certified
E10962,S503,Expert,12,19-03-2024,Not Certified
E10963,S509,Beginner,1,05-12-2020,Certified
E10963,S505,Expert,14,29-07-2024,Not Certified
E10963,S502,Beginner,11,22-01-2025,Not Certified
E10963,S503,Expert,8,18-11-2021,Certified
E10963,S504,Beginner,5,23-06-2025,Certified
E10964,S506,Expert,6,17-02-2024,Not Certified
E10964,S508,Beginner,4,19-03-2022,Certified
E10964,S505,Intermediate,4,01-07-2025,Not Certified
E10964,S510,Expert,13,30-09-2024,Not Certified
E10965,S504,Intermediate,12,09-06-2021,Not Certified
E10965,S506,Expert,1,24-10-2024,Certified
E10965,S501,Beginner,10,16-03-2025,Not Certified
E10965,S507,Beginner,9,02-10-2024,Not Certified
E10965,S510,Beginner,14,16-04-2021,Certified
E10965,S509,Expert,15,27-09-2023,Not Certified
E10966,S503,Expert,7,01-12-2023,Certified
E10966,S501,Intermediate,9,18-04-2022,Certified
E10966,S510,Beginner,15,06-07-2024,Certified
E10967,S501,Expert,14,20-04-2022,Not Certified
E10968,S510,Beginner,10,25-08-2025,Certified
E10969,S507,Expert,13,14-12-2021,Certified
E10969,S509,Beginner,11,15-05-2025,Certified
E10970,S501,Intermediate,5,06-08-2024,Not Certified
E10970,S510,Beginner,10,14-08-2021,Not Certified
E10970,S508,Expert,10,25-01-2025,Certified
E10970,S505,Intermediate,1,23-09-2024,Not Certified
E10971,S503,Beginner,10,04-10-2021,Not Certified
E10971,S508,Beginner,2,14-05-2022,Certified
E10971,S506,Intermediate,0,24-02-2022,Not Certified
E10972,S509,Intermediate,9,27-03-2024,Not Certified
E10972,S508,Beginner,15,17-03-2021,Not Certified
E10972,S510,Beginner,3,03-06-2025,Not Certified
E10972,S501,Expert,15,03-01-2025,Not Certified
E10973,S507,Intermediate,8,28-06-2023,Certified
E10973,S509,Expert,0,02-09-2024,Not Certified
E10973,S508,Expert,13,07-04-2021,Certified
E10973,S501,Expert,10,25-08-2022,Not Certified
E10974,S503,Intermediate,6,18-04-2021,Certified
E10974,S507,Beginner,4,01-03-2024,Certified
E10974,S508,Beginner,9,17-03-2022,Certified
E10974,S502,Beginner,1,21-10-2020,Certified
E10975,S507,Intermediate,6,17-04-2021,Certified
E10975,S510,Beginner,13,09-12-2024,Not Certified
E10975,S504,Intermediate,11,04-04-2022,Not Certified
E10975,S505,Intermediate,2,20-07-2020,Certified
E10975,S502,Beginner,4,08-08-2022,Certified
E10976,S507,Intermediate,6,02-01-2024,Not Certified
E10976,S510,Beginner,2,29-07-2021,Not Certified
E10976,S502,Expert,5,07-06-2025,Not Certified
E10976,S505,Intermediate,3,25-12-2020,Not Certified
E10976,S501,Beginner,14,10-11-2023,Certified
E10977,S508,Beginner,8,27-03-2024,Not Certified
E10977,S507,Beginner,8,22-02-2025,Certified
E10977,S504,Expert,11,19-05-2022,Certified
E10978,S503,Intermediate,6,22-09-2020,Certified
E10978,S502,Intermediate,1,20-02-2022,Certified
E10978,S507,Intermediate,6,01-07-2025,Not Certified
E10978,S505,Expert,11,16-07-2022,Not Certified
E10978,S509,Beginner,15,11-05-2021,Certified
E10978,S506,Intermediate,2,13-10-2021,Certified
E10979,S504,Beginner,1,31-12-2022,Certified
E10979,S502,Intermediate,11,03-10-2025,Not Certified
E10979,S503,Beginner,9,28-07-2021,Certified
E10979,S501,Intermediate,14,12-08-2024,Not Certified
E10979,S507,Intermediate,15,01-07-2020,Not Certified
E10979,S509,Beginner,11,21-01-2023,Certified
E10980,S508,Intermediate,12,06-10-2024,Certified
E10980,S502,Intermediate,1,07-07-2024,Not Certified
E10980,S509,Expert,12,18-11-2022,Not Certified
E10980,S510,Beginner,11,16-05-2022,Not Certified
E10980,S506,Expert,4,15-10-2024,Certified
E10980,S504,Beginner,3,06-03-2021,Certified
E10981,S506,Expert,4,01-07-2023,Certified
E10981,S509,Expert,4,28-09-2024,Certified
E10981,S504,Beginner,2,06-01-2022,Certified
E10982,S510,Beginner,7,10-05-2023,Not Certified
E10982,S504,Expert,3,18-12-2020,Certified
E10983,S505,Expert,12,11-05-2024,Certified
E10983,S503,Intermediate,4,11-12-2022,Not Certified
E10983,S510,Intermediate,8,08-09-2021,Not Certified
E10983,S502,Intermediate,5,25-09-2025,Not Certified
E10983,S508,Intermediate,14,30-10-2023,Certified
E10984,S508,Beginner,1,27-09-2023,Certified
E10984,S504,Expert,4,24-03-2024,Certified
E10984,S509,Intermediate,9,28-04-2025,Not Certified
E10985,S507,Expert,1,03-09-2022,Certified
E10985,S506,Intermediate,6,13-08-2023,Certified
E10985,S504,Expert,0,07-07-2023,Certified
E10985,S505,Beginner,2,22-10-2025,Not Certified
E10985,S508,Expert,2,27-02-2025,Certified
E10986,S501,Intermediate,13,05-12-2021,Not Certified
E10987,S502,Expert,2,08-11-2024,Not Certified
E10987,S507,Beginner,3,16-02-2024,Not Certified
E10987,S506,Expert,13,01-09-2023,Not Certified
E10987,S508,Intermediate,9,23-07-2022,Certified
E10987,S501,Expert,3,09-03-2022,Certified
E10988,S510,Expert,5,13-06-2025,Not Certified
E10988,S504,Expert,8,03-08-2024,Certified
E10988,S509,Intermediate,8,11-10-2024,Certified
E10988,S507,Beginner,2,18-11-2023,Certified
E10988,S501,Intermediate,1,16-01-2025,Not Certified
E10989,S505,Beginner,10,02-02-2023,Certified
E10989,S502,Intermediate,0,28-09-2024,Not Certified
E10989,S510,Expert,8,12-08-2020,Certified
E10989,S509,Expert,5,30-12-2024,Certified
E10990,S507,Intermediate,15,29-04-2023,Certified
E10990,S506,Beginner,4,11-07-2024,Not Certified
E10990,S508,Beginner,15,07-11-2020,Certified
E10990,S503,Intermediate,9,20-06-2024,Not Certified
E10990,S509,Expert,5,09-02-2021,Not Certified
E10991,S507,Intermediate,12,30-11-2021,Not Certified
E10992,S507,Beginner,1,07-04-2021,Not Certified
E10992,S509,Intermediate,11,06-06-2024,Not Certified
E10992,S503,Intermediate,9,08-11-2022,Certified
E10993,S502,Expert,0,11-07-2021,Certified
E10993,S510,Beginner,15,08-10-2024,Certified
E10994,S508,Intermediate,13,16-12-2021,Certified
E10994,S505,Beginner,5,13-11-2021,Certified
E10994,S503,Beginner,1,18-06-2024,Certified
E10994,S506,Beginner,2,01-09-2023,Not Certified
E10994,S510,Beginner,0,14-02-2024,Not Certified
E10995,S501,Beginner,10,08-02-2022,Not Certified
E10995,S508,Expert,11,23-07-2021,Not Certified
E10995,S505,Intermediate,5,20-02-2022,Not Certified
E10995,S502,Expert,7,11-09-2025,Certified
E10995,S504,Intermediate,14,25-11-2023,Not Certified
E10995,S503,Expert,7,11-06-2023,Not Certified
E10996,S506,Expert,8,07-04-2024,Certified
E10996,S507,Beginner,2,09-04-2024,Not Certified
E10996,S505,Beginner,0,31-08-2023,Not Certified
E10996,S509,Intermediate,6,05-06-2021,Not Certified
E10996,S503,Intermediate,4,09-05-2023,Not Certified
E10997,S502,Beginner,4,24-11-2020,Certified
E10997,S510,Beginner,3,21-08-2024,Certified
E10997,S506,Beginner,3,01-08-2025,Not Certified
E10997,S501,Intermediate,10,10-12-2021,Certified
E10998,S501,Expert,13,16-07-2021,Certified
E10998,S510,Expert,4,27-12-2020,Certified
E10998,S505,Expert,4,28-08-2021,Not Certified
E10998,S508,Expert,14,08-10-2020,Certified
E10999,S501,Expert,2,26-04-2021,Certified
E10999,S509,Intermediate,12,13-08-2024,Certified
E11000,S509,Expert,7,08-12-2021,Certified
E11000,S510,Expert,15,17-11-2020,Certified
E11000,S506,Intermediate,13,26-10-2024,Not Certified
E11000,S508,Expert,6,17-04-2024,Not Certified
E11000,S501,Expert,8,23-04-2021,Not Certified
E11000,S503,Beginner,7,18-12-2022,Not Certified
E11001,S507,Beginner,0,06-02-2021,Certified
E11001,S502,Intermediate,1,31-05-2022,Certified
E11002,S506,Beginner,8,09-03-2023,Certified
E11002,S510,Beginner,1,13-01-2023,Not Certified
E11002,S505,Beginner,6,12-11-2023,Certified
E11002,S504,Expert,5,09-01-2021,Certified
E11003,S501,Intermediate,10,26-04-2023,Not Certified
E11003,S505,Intermediate,15,22-12-2020,Certified
E11003,S506,Intermediate,2,01-01-2023,Certified
E11004,S501,Expert,4,18-04-2023,Not Certified
E11004,S502,Beginner,5,20-10-2024,Not Certified
E11005,S509,Beginner,7,04-06-2023,Certified
E11005,S510,Beginner,4,25-09-2025,Not Certified
E11005,S505,Beginner,7,12-05-2022,Certified
E11006,S503,Beginner,13,30-10-2020,Certified
E11006,S506,Beginner,4,30-01-2024,Not Certified
E11006,S505,Beginner,1,17-12-2023,Not Certified
E11006,S502,Expert,9,05-07-2025,Not Certified
E11006,S509,Intermediate,9,21-07-2025,Certified
E11007,S503,Intermediate,13,24-10-2024,Certified
E11007,S502,Beginner,0,29-07-2021,Not Certified
E11007,S504,Expert,11,20-03-2025,Not Certified
E11007,S510,Beginner,2,31-12-2020,Not Certified
E11008,S510,Intermediate,0,30-06-2025,Not Certified
E11008,S503,Intermediate,2,11-08-2021,Certified
E11008,S502,Intermediate,12,13-09-2024,Certified
E11009,S509,Expert,11,26-10-2021,Not Certified
E11009,S506,Expert,7,18-11-2022,Certified
E11009,S501,Expert,7,08-10-2024,Not Certified
E11009,S502,Intermediate,11,07-02-2021,Not Certified
E11009,S510,Beginner,5,18-03-2021,Not Certified
E11010,S501,Expert,9,19-11-2022,Not Certified
E11010,S508,Expert,15,17-08-2024,Not Certified
E11010,S503,Intermediate,6,16-08-2025,Certified
E11010,S504,Intermediate,11,20-10-2024,Not Certified
E11011,S504,Intermediate,1,01-09-2024,Certified
E11011,S503,Expert,8,16-03-2022,Not Certified
E11011,S501,Intermediate,15,08-09-2021,Certified
E11011,S510,Intermediate,15,17-07-2020,Certified
E11012,S509,Beginner,4,04-07-2024,Not Certified
E11012,S506,Beginner,10,06-04-2022,Not Certified
E11012,S501,Intermediate,10,30-10-2021,Not Certified
E11012,S504,Expert,14,12-08-2024,Not Certified
E11012,S508,Beginner,5,13-07-2025,Certified
E11013,S509,Expert,3,01-03-2023,Certified
E11013,S502,Expert,14,05-05-2021,Not Certified
E11013,S506,Beginner,11,05-09-2021,Certified
E11013,S501,Intermediate,9,01-10-2020,Not Certified
E11013,S503,Expert,13,20-11-2022,Not Certified
E11014,S510,Expert,15,30-04-2021,Not Certified
E11014,S504,Intermediate,15,11-09-2023,Certified
E11014,S503,Expert,13,12-07-2023,Not Certified
E11014,S507,Expert,3,23-04-2021,Not Certified
E11014,S502,Intermediate,4,04-10-2024,Certified
E11014,S501,Beginner,12,04-12-2022,Not Certified
E11015,S509,Expert,7,26-06-2021,Certified
E11015,S507,Intermediate,8,30-10-2025,Not Certified
E11016,S502,Beginner,9,21-09-2022,Certified
E11016,S501,Expert,8,09-07-2021,Not Certified
E11016,S507,Intermediate,1,30-10-2025,Certified
E11016,S506,Intermediate,10,10-01-2021,Not Certified
E11017,S502,Intermediate,13,01-10-2024,Certified
E11017,S510,Intermediate,12,03-12-2021,Not Certified
E11017,S506,Expert,0,11-04-2023,Certified
E11017,S501,Expert,13,15-05-2021,Certified
E11017,S503,Intermediate,7,19-09-2022,Certified
E11017,S507,Intermediate,12,18-10-2022,Certified
E11018,S506,Intermediate,5,31-10-2023,Not Certified
E11019,S505,Beginner,5,19-12-2020,Not Certified
E11019,S503,Beginner,12,22-03-2021,Not Certified
E11019,S504,Intermediate,7,18-08-2025,Not Certified
E11019,S506,Expert,2,21-01-2022,Not Certified
E11019,S508,Expert,7,02-01-2025,Not Certified
E11020,S502,Beginner,13,02-08-2025,Not Certified
E11020,S506,Intermediate,4,30-08-2023,Certified
E11020,S507,Beginner,5,11-11-2024,Not Certified
E11020,S505,Expert,9,29-09-2025,Not Certified
E11020,S504,Beginner,10,27-05-2022,Not Certified
E11021,S507,Intermediate,4,03-07-2025,Certified
E11021,S504,Expert,5,14-09-2025,Certified
E11022,S508,Expert,8,18-05-2025,Not Certified
E11022,S504,Intermediate,8,21-10-2021,Not Certified
E11023,S506,Beginner,2,06-09-2020,Not Certified
E11024,S502,Beginner,3,14-12-2020,Certified
E11024,S506,Expert,10,05-08-2025,Certified
E11024,S501,Expert,2,20-06-2020,Not Certified
E11024,S507,Beginner,5,01-07-2023,Certified
E11024,S505,Expert,7,30-05-2024,Not Certified
E11024,S503,Intermediate,0,14-03-2023,Not Certified
E11025,S505,Beginner,10,12-10-2020,Certified
E11025,S504,Expert,3,27-08-2023,Certified
E11025,S503,Beginner,11,07-09-2022,Not Certified
E11025,S510,Intermediate,15,16-05-2021,Certified
E11025,S501,Expert,3,08-04-2023,Not Certified
E11025,S508,Expert,15,18-02-2025,Certified
E11026,S505,Expert,2,28-09-2020,Not Certified
E11026,S501,Expert,13,23-11-2024,Certified
E11026,S504,Intermediate,0,29-12-2021,Not Certified
E11026,S506,Beginner,10,22-12-2024,Certified
E11027,S502,Expert,12,27-10-2020,Certified
E11028,S502,Expert,4,15-06-2022,Certified
E11028,S510,Beginner,13,02-08-2023,Certified
E11028,S503,Beginner,5,04-10-2020,Not Certified
E11029,S506,Expert,15,22-12-2020,Certified
E11029,S504,Beginner,1,06-09-2022,Certified
E11030,S510,Beginner,10,30-04-2024,Not Certified
E11030,S507,Expert,5,02-08-2023,Certified
E11030,S508,Beginner,4,04-08-2020,Not Certified
E11030,S504,Expert,5,03-11-2023,Certified
E11031,S508,Expert,0,08-09-2024,Not Certified
E11031,S510,Intermediate,13,26-12-2021,Certified
E11031,S506,Expert,6,29-07-2022,Certified
E11032,S506,Expert,3,18-06-2022,Certified
E11032,S504,Beginner,1,30-04-2023,Certified
E11032,S510,Expert,0,21-10-2025,Certified
E11032,S502,Intermediate,5,20-09-2021,Not Certified
E11032,S509,Beginner,8,26-08-2021,Not Certified
E11032,S507,Intermediate,13,23-05-2023,Certified
E11033,S501,Expert,11,16-09-2025,Certified
E11033,S503,Beginner,7,07-12-2024,Certified
E11033,S510,Intermediate,4,13-06-2025,Not Certified
E11034,S510,Expert,5,28-07-2023,Not Certified
E11034,S502,Beginner,3,04-09-2023,Not Certified
E11034,S505,Beginner,6,13-12-2021,Not Certified
E11034,S501,Expert,12,22-02-2022,Not Certified
E11034,S504,Beginner,0,14-10-2021,Not Certified
E11035,S505,Beginner,13,25-09-2020,Not Certified
E11035,S509,Beginner,11,15-12-2024,Certified
E11035,S503,Expert,3,17-07-2021,Certified
E11035,S507,Expert,12,22-01-2025,Not Certified
E11036,S504,Expert,11,08-02-2025,Not Certified
E11036,S507,Expert,14,28-09-2022,Not Certified
E11036,S510,Expert,0,28-03-2023,Certified
E11036,S506,Beginner,0,17-12-2020,Certified
E11037,S504,Expert,4,16-04-2021,Certified
E11037,S503,Expert,14,03-09-2023,Certified
E11037,S505,Beginner,15,03-04-2022,Certified
E11037,S507,Expert,13,17-05-2021,Not Certified
E11037,S502,Beginner,7,17-12-2021,Certified
E11037,S510,Beginner,5,18-06-2023,Not Certified
E11038,S502,Intermediate,7,28-09-2022,Certified
E11038,S508,Beginner,13,24-05-2021,Not Certified
E11038,S505,Beginner,3,06-12-2021,Certified
E11038,S503,Intermediate,10,12-07-2022,Not Certified
E11038,S504,Beginner,15,28-11-2022,Not Certified
E11038,S507,Beginner,8,03-04-2024,Not Certified
E11039,S501,Beginner,14,14-02-2022,Not Certified
E11040,S506,Expert,10,27-02-2023,Certified
E11040,S502,Expert,5,03-02-2022,Certified
E11040,S507,Expert,0,31-12-2022,Not Certified
E11041,S504,Expert,10,09-08-2022,Certified
E11041,S501,Expert,15,04-05-2021,Certified
E11041,S507,Beginner,2,30-10-2021,Not Certified
E11042,S507,Beginner,2,06-08-2021,Not Certified
E11042,S505,Beginner,4,27-11-2024,Not Certified
